delay (mcparamset=1) X,delay (mcparamset=1) Y,delay (mcparamset=2) X,delay (mcparamset=2) Y,delay (mcparamset=3) X,delay (mcparamset=3) Y,delay (mcparamset=4) X,delay (mcparamset=4) Y,delay (mcparamset=5) X,delay (mcparamset=5) Y,delay (mcparamset=6) X,delay (mcparamset=6) Y,delay (mcparamset=7) X,delay (mcparamset=7) Y,delay (mcparamset=8) X,delay (mcparamset=8) Y,delay (mcparamset=9) X,delay (mcparamset=9) Y,delay (mcparamset=10) X,delay (mcparamset=10) Y,delay (mcparamset=11) X,delay (mcparamset=11) Y,delay (mcparamset=12) X,delay (mcparamset=12) Y,delay (mcparamset=13) X,delay (mcparamset=13) Y,delay (mcparamset=14) X,delay (mcparamset=14) Y,delay (mcparamset=15) X,delay (mcparamset=15) Y,delay (mcparamset=16) X,delay (mcparamset=16) Y,delay (mcparamset=17) X,delay (mcparamset=17) Y,delay (mcparamset=18) X,delay (mcparamset=18) Y,delay (mcparamset=19) X,delay (mcparamset=19) Y,delay (mcparamset=20) X,delay (mcparamset=20) Y,delay (mcparamset=21) X,delay (mcparamset=21) Y,delay (mcparamset=22) X,delay (mcparamset=22) Y,delay (mcparamset=23) X,delay (mcparamset=23) Y,delay (mcparamset=24) X,delay (mcparamset=24) Y,delay (mcparamset=25) X,delay (mcparamset=25) Y,delay (mcparamset=26) X,delay (mcparamset=26) Y,delay (mcparamset=27) X,delay (mcparamset=27) Y,delay (mcparamset=28) X,delay (mcparamset=28) Y,delay (mcparamset=29) X,delay (mcparamset=29) Y,delay (mcparamset=30) X,delay (mcparamset=30) Y,delay (mcparamset=31) X,delay (mcparamset=31) Y,delay (mcparamset=32) X,delay (mcparamset=32) Y,delay (mcparamset=33) X,delay (mcparamset=33) Y,delay (mcparamset=34) X,delay (mcparamset=34) Y,delay (mcparamset=35) X,delay (mcparamset=35) Y,delay (mcparamset=36) X,delay (mcparamset=36) Y,delay (mcparamset=37) X,delay (mcparamset=37) Y,delay (mcparamset=38) X,delay (mcparamset=38) Y,delay (mcparamset=39) X,delay (mcparamset=39) Y,delay (mcparamset=40) X,delay (mcparamset=40) Y,delay (mcparamset=41) X,delay (mcparamset=41) Y,delay (mcparamset=42) X,delay (mcparamset=42) Y,delay (mcparamset=43) X,delay (mcparamset=43) Y,delay (mcparamset=44) X,delay (mcparamset=44) Y,delay (mcparamset=45) X,delay (mcparamset=45) Y,delay (mcparamset=46) X,delay (mcparamset=46) Y,delay (mcparamset=47) X,delay (mcparamset=47) Y,delay (mcparamset=48) X,delay (mcparamset=48) Y,delay (mcparamset=49) X,delay (mcparamset=49) Y,delay (mcparamset=50) X,delay (mcparamset=50) Y
1.925e-06,5.412758425169583e-09,1.925e-06,5.412094674053984e-09,1.925e-06,5.41338560923538e-09,1.925e-06,5.409976869863829e-09,1.925e-06,5.410077319959503e-09,1.925e-06,5.416180168470986e-09,1.925e-06,5.409547282250725e-09,1.925e-06,5.415594767180815e-09,1.925e-06,5.415935929610704e-09,1.925e-06,5.41423130975175e-09,1.925e-06,5.410443068206363e-09,1.925e-06,5.411662786526189e-09,1.925e-06,5.414901680738957e-09,1.925e-06,5.412359535209042e-09,1.925e-06,5.415771922759073e-09,1.925e-06,5.416930566923675e-09,1.925e-06,5.410048381473555e-09,1.925e-06,5.410771430021398e-09,1.925e-06,5.406974970053055e-09,1.925e-06,5.41226809525344e-09,1.925e-06,5.412313576572728e-09,1.925e-06,5.414823331404972e-09,1.925e-06,5.408163379066563e-09,1.925e-06,5.408532506305631e-09,1.925e-06,5.410478290235324e-09,1.925e-06,5.410855769166209e-09,1.925e-06,5.413600115910154e-09,1.925e-06,5.413135885187079e-09,1.925e-06,5.415779100586371e-09,1.925e-06,5.413582612365665e-09,1.925e-06,5.412836625715872e-09,1.925e-06,5.411439457735646e-09,1.925e-06,5.412272915736332e-09,1.925e-06,5.411752222932806e-09,1.925e-06,5.409786090447965e-09,1.925e-06,5.415171542079599e-09,1.925e-06,5.412833356402026e-09,1.925e-06,5.414546047011107e-09,1.925e-06,5.413803924381097e-09,1.925e-06,5.414992436521673e-09,1.925e-06,5.413423614687354e-09,1.925e-06,5.408727285171958e-09,1.925e-06,5.412905135620688e-09,1.925e-06,5.415464930158086e-09,1.925e-06,5.414584672903331e-09,1.925e-06,5.406661788623049e-09,1.925e-06,5.410518567339243e-09,1.925e-06,5.414121916898688e-09,1.925e-06,5.412819458404518e-09,1.925e-06,5.412024337629608e-09
1.975e-06,5.447347423315622e-09,1.975e-06,5.447765345092329e-09,1.975e-06,5.448537023414577e-09,1.975e-06,5.445363816899073e-09,1.975e-06,5.444749555607104e-09,1.975e-06,5.45165819164485e-09,1.975e-06,5.444986641728683e-09,1.975e-06,5.450523832373732e-09,1.975e-06,5.450589717601621e-09,1.975e-06,5.448806418864586e-09,1.975e-06,5.446013392143139e-09,1.975e-06,5.446322209807734e-09,1.975e-06,5.450050736040404e-09,1.975e-06,5.447301295015329e-09,1.975e-06,5.45071292130334e-09,1.975e-06,5.45264545965608e-09,1.975e-06,5.444589224569026e-09,1.975e-06,5.446033603842304e-09,1.975e-06,5.441869663101087e-09,1.975e-06,5.447887192126795e-09,1.975e-06,5.446898212790794e-09,1.975e-06,5.450072106535757e-09,1.975e-06,5.443370773221929e-09,1.975e-06,5.443953027785249e-09,1.975e-06,5.446091588219221e-09,1.975e-06,5.446436526576968e-09,1.975e-06,5.448547258215416e-09,1.975e-06,5.448658087478883e-09,1.975e-06,5.451528263711843e-09,1.975e-06,5.449173955804795e-09,1.975e-06,5.447931158094518e-09,1.975e-06,5.446516584991123e-09,1.975e-06,5.446909163611352e-09,1.975e-06,5.446399729305246e-09,1.975e-06,5.444914576050563e-09,1.975e-06,5.450040803154231e-09,1.975e-06,5.448022943135448e-09,1.975e-06,5.450274254022739e-09,1.975e-06,5.448787595704312e-09,1.975e-06,5.450303201155033e-09,1.975e-06,5.44862436024083e-09,1.975e-06,5.443547664984699e-09,1.975e-06,5.448586228801699e-09,1.975e-06,5.450048555576639e-09,1.975e-06,5.449198066740592e-09,1.975e-06,5.441214834464403e-09,1.975e-06,5.44511999774103e-09,1.975e-06,5.449369184518154e-09,1.975e-06,5.447768559343403e-09,1.975e-06,5.447693501348204e-09
2.025e-06,5.48319641988753e-09,2.025e-06,5.483500189446745e-09,2.025e-06,5.483614397906537e-09,2.025e-06,5.480723758211758e-09,2.025e-06,5.479473078350395e-09,2.025e-06,5.487011130322382e-09,2.025e-06,5.480933111390628e-09,2.025e-06,5.486142621999269e-09,2.025e-06,5.486349893005882e-09,2.025e-06,5.483837752712562e-09,2.025e-06,5.481448147036727e-09,2.025e-06,5.481509974744928e-09,2.025e-06,5.485688281977942e-09,2.025e-06,5.482547229433018e-09,2.025e-06,5.485685727883997e-09,2.025e-06,5.4880655847044e-09,2.025e-06,5.479617535897816e-09,2.025e-06,5.481529798271183e-09,2.025e-06,5.477363469483421e-09,2.025e-06,5.483425845442626e-09,2.025e-06,5.482594869959889e-09,2.025e-06,5.484998339896742e-09,2.025e-06,5.478997163412383e-09,2.025e-06,5.479520900392771e-09,2.025e-06,5.481754352552475e-09,2.025e-06,5.482086315359806e-09,2.025e-06,5.484160426771124e-09,2.025e-06,5.484344817118433e-09,2.025e-06,5.487060972628245e-09,2.025e-06,5.484828916974984e-09,2.025e-06,5.482827510828404e-09,2.025e-06,5.48180409438e-09,2.025e-06,5.481958778606057e-09,2.025e-06,5.482293159063352e-09,2.025e-06,5.479743389335205e-09,2.025e-06,5.485448134196694e-09,2.025e-06,5.483759979305061e-09,2.025e-06,5.485517525502737e-09,2.025e-06,5.484476775094803e-09,2.025e-06,5.485797901027611e-09,2.025e-06,5.484314208303081e-09,2.025e-06,5.479731444391096e-09,2.025e-06,5.484209411042509e-09,2.025e-06,5.48493117856808e-09,2.025e-06,5.484284431337669e-09,2.025e-06,5.476351920736693e-09,2.025e-06,5.481072559402465e-09,2.025e-06,5.484800962358158e-09,2.025e-06,5.483715418395636e-09,2.025e-06,5.483267450125058e-09
2.075e-06,5.516946777812717e-09,2.075e-06,5.51755579561947e-09,2.075e-06,5.518150920625289e-09,2.075e-06,5.513838724686293e-09,2.075e-06,5.51326903377927e-09,2.075e-06,5.521390448273487e-09,2.075e-06,5.51564574709864e-09,2.075e-06,5.519723987177122e-09,2.075e-06,5.520196868824424e-09,2.075e-06,5.517847916824282e-09,2.075e-06,5.51581237654441e-09,2.075e-06,5.515558043934008e-09,2.075e-06,5.519268341521474e-09,2.075e-06,5.516094715389177e-09,2.075e-06,5.519082584782499e-09,2.075e-06,5.522012035947228e-09,2.075e-06,5.513284282602258e-09,2.075e-06,5.514828734841655e-09,2.075e-06,5.510964435489379e-09,2.075e-06,5.517313247995549e-09,2.075e-06,5.516210298125362e-09,2.075e-06,5.51833721447406e-09,2.075e-06,5.512430885025738e-09,2.075e-06,5.514064725158771e-09,2.075e-06,5.516258970302973e-09,2.075e-06,5.516481956165082e-09,2.075e-06,5.517627479917761e-09,2.075e-06,5.517755762155088e-09,2.075e-06,5.521571982373602e-09,2.075e-06,5.519325906401278e-09,2.075e-06,5.517317607592953e-09,2.075e-06,5.515116547989548e-09,2.075e-06,5.515971592878366e-09,2.075e-06,5.516021364367527e-09,2.075e-06,5.513014040617548e-09,2.075e-06,5.518868854441628e-09,2.075e-06,5.518451834223103e-09,2.075e-06,5.51951575198313e-09,2.075e-06,5.517985701210898e-09,2.075e-06,5.519112376361588e-09,2.075e-06,5.517668495416267e-09,2.075e-06,5.513741299741904e-09,2.075e-06,5.518642681029091e-09,2.075e-06,5.518952405020101e-09,2.075e-06,5.518399158652925e-09,2.075e-06,5.510337609027762e-09,2.075e-06,5.514883650748915e-09,2.075e-06,5.517997957746452e-09,2.075e-06,5.517384315312349e-09,2.075e-06,5.51718063538218e-09
2.125e-06,5.552167816434058e-09,2.125e-06,5.552666254663115e-09,2.125e-06,5.553048437212569e-09,2.125e-06,5.549012613753222e-09,2.125e-06,5.548223432800859e-09,2.125e-06,5.556340530599717e-09,2.125e-06,5.550608432501483e-09,2.125e-06,5.555037222503874e-09,2.125e-06,5.554572232256623e-09,2.125e-06,5.553531791268456e-09,2.125e-06,5.550805969552448e-09,2.125e-06,5.550381760458865e-09,2.125e-06,5.554589056959688e-09,2.125e-06,5.551301513270841e-09,2.125e-06,5.554275570722457e-09,2.125e-06,5.557272284921293e-09,2.125e-06,5.548524277349518e-09,2.125e-06,5.55007947126312e-09,2.125e-06,5.546325238217313e-09,2.125e-06,5.55242356710967e-09,2.125e-06,5.551385696040794e-09,2.125e-06,5.553664464512364e-09,2.125e-06,5.547701561796332e-09,2.125e-06,5.549023436303862e-09,2.125e-06,5.551160579913459e-09,2.125e-06,5.55137795333197e-09,2.125e-06,5.552810913744882e-09,2.125e-06,5.552965830585787e-09,2.125e-06,5.556664823918326e-09,2.125e-06,5.554206161783145e-09,2.125e-06,5.552210572396399e-09,2.125e-06,5.55035307444758e-09,2.125e-06,5.551707857590995e-09,2.125e-06,5.551230118839472e-09,2.125e-06,5.548389323223231e-09,2.125e-06,5.554111584938124e-09,2.125e-06,5.553387650556754e-09,2.125e-06,5.554783900695175e-09,2.125e-06,5.553213584141553e-09,2.125e-06,5.554363642547024e-09,2.125e-06,5.552778905690529e-09,2.125e-06,5.548973097431023e-09,2.125e-06,5.553647443674351e-09,2.125e-06,5.554717302368772e-09,2.125e-06,5.554143758652276e-09,2.125e-06,5.545790322321877e-09,2.125e-06,5.550109712991656e-09,2.125e-06,5.553178169657716e-09,2.125e-06,5.552591509574677e-09,2.125e-06,5.5523112900722e-09
2.175e-06,5.58852791396767e-09,2.175e-06,5.588416538927811e-09,2.175e-06,5.588517970860419e-09,2.175e-06,5.585342671404925e-09,2.175e-06,5.585003440020081e-09,2.175e-06,5.591741336752027e-09,2.175e-06,5.586206242483386e-09,2.175e-06,5.591314006720591e-09,2.175e-06,5.591196670989557e-09,2.175e-06,5.589896201259814e-09,2.175e-06,5.586172899945069e-09,2.175e-06,5.587101333181817e-09,2.175e-06,5.5908154789897e-09,2.175e-06,5.58767869963859e-09,2.175e-06,5.590510037304322e-09,2.175e-06,5.592997258945113e-09,2.175e-06,5.584947119889984e-09,2.175e-06,5.5864950402784e-09,2.175e-06,5.582870348579368e-09,2.175e-06,5.588151135049534e-09,2.175e-06,5.587733124471621e-09,2.175e-06,5.589977335123015e-09,2.175e-06,5.584113529892643e-09,2.175e-06,5.58461223323677e-09,2.175e-06,5.586647840359342e-09,2.175e-06,5.586822507773167e-09,2.175e-06,5.589145761604622e-09,2.175e-06,5.589270497231879e-09,2.175e-06,5.592152302439718e-09,2.175e-06,5.589586653992863e-09,2.175e-06,5.587757684798453e-09,2.175e-06,5.586722093117726e-09,2.175e-06,5.588111751024622e-09,2.175e-06,5.587673787893912e-09,2.175e-06,5.584809373128127e-09,2.175e-06,5.590416088512175e-09,2.175e-06,5.588891342697042e-09,2.175e-06,5.590491043909247e-09,2.175e-06,5.58952046044714e-09,2.175e-06,5.590660573287165e-09,2.175e-06,5.589059281747062e-09,2.175e-06,5.585356173364904e-09,2.175e-06,5.589119292432796e-09,2.175e-06,5.590942190690156e-09,2.175e-06,5.590479722327672e-09,2.175e-06,5.582306193441324e-09,2.175e-06,5.586495755225385e-09,2.175e-06,5.589466299185949e-09,2.175e-06,5.588933466242359e-09,2.175e-06,5.588117572823972e-09
2.225e-06,5.6210865129421e-09,2.225e-06,5.621034473448415e-09,2.225e-06,5.623619521510086e-09,2.225e-06,5.620796402437206e-09,2.225e-06,5.621015846487166e-09,2.225e-06,5.624379186532721e-09,2.225e-06,5.618741393008784e-09,2.225e-06,5.626292387074363e-09,2.225e-06,5.626921396932394e-09,2.225e-06,5.625158590431481e-09,2.225e-06,5.618985691349611e-09,2.225e-06,5.623119824882698e-09,2.225e-06,5.62342579669442e-09,2.225e-06,5.622677425438195e-09,2.225e-06,5.62552865850175e-09,2.225e-06,5.625575156413095e-09,2.225e-06,5.62029026366808e-09,2.225e-06,5.621634983250484e-09,2.225e-06,5.618232653857074e-09,2.225e-06,5.620716556571713e-09,2.225e-06,5.62300073252231e-09,2.225e-06,5.624965373140237e-09,2.225e-06,5.619218691170546e-09,2.225e-06,5.61972274983082e-09,2.225e-06,5.619269714352075e-09,2.225e-06,5.619428800039376e-09,2.225e-06,5.624246072511346e-09,2.225e-06,5.624295527105222e-09,2.225e-06,5.624696647874283e-09,2.225e-06,5.622276824337264e-09,2.225e-06,5.622858159294353e-09,2.225e-06,5.621887700606637e-09,2.225e-06,5.623275107393664e-09,2.225e-06,5.62294721477707e-09,2.225e-06,5.620015863890587e-09,2.225e-06,5.625516122893898e-09,2.225e-06,5.62372882324273e-09,2.225e-06,5.623126944180224e-09,2.225e-06,5.624673876125612e-09,2.225e-06,5.623319015350887e-09,2.225e-06,5.624308592683537e-09,2.225e-06,5.620534076902342e-09,2.225e-06,5.62171424336788e-09,2.225e-06,5.62622545871009e-09,2.225e-06,5.625612780561353e-09,2.225e-06,5.617576397982011e-09,2.225e-06,5.621829372910373e-09,2.225e-06,5.622272516113801e-09,2.225e-06,5.623872651081282e-09,2.225e-06,5.620733157095586e-09
2.275e-06,5.654686997989961e-09,2.275e-06,5.65479613801438e-09,2.275e-06,5.656579205683292e-09,2.275e-06,5.653837079799205e-09,2.275e-06,5.653856243372467e-09,2.275e-06,5.658160707887611e-09,2.275e-06,5.652314104150402e-09,2.275e-06,5.659178695696333e-09,2.275e-06,5.659692142647237e-09,2.275e-06,5.657922474660503e-09,2.275e-06,5.652833450217099e-09,2.275e-06,5.655926075462834e-09,2.275e-06,5.657138494998025e-09,2.275e-06,5.655406333850618e-09,2.275e-06,5.658436348753207e-09,2.275e-06,5.659296126744599e-09,2.275e-06,5.653149086162476e-09,2.275e-06,5.654440365195105e-09,2.275e-06,5.65103279932275e-09,2.275e-06,5.65441850915279e-09,2.275e-06,5.655980156382159e-09,2.275e-06,5.657887236320755e-09,2.275e-06,5.652058170040361e-09,2.275e-06,5.652607690742626e-09,2.275e-06,5.653011191731728e-09,2.275e-06,5.653062254925848e-09,2.275e-06,5.657217146640909e-09,2.275e-06,5.657266941351687e-09,2.275e-06,5.658385260833734e-09,2.275e-06,5.656057501331117e-09,2.275e-06,5.655830153542704e-09,2.275e-06,5.65481830600121e-09,2.275e-06,5.656097083440133e-09,2.275e-06,5.6557770927253e-09,2.275e-06,5.652855981707377e-09,2.275e-06,5.658445116501689e-09,2.275e-06,5.656590454454135e-09,2.275e-06,5.656960204497749e-09,2.275e-06,5.657601834975618e-09,2.275e-06,5.657073775885523e-09,2.275e-06,5.65728893810827e-09,2.275e-06,5.653314143887303e-09,2.275e-06,5.655375500329136e-09,2.275e-06,5.659128948524171e-09,2.275e-06,5.658348692641251e-09,2.275e-06,5.650325703972329e-09,2.275e-06,5.654788402848685e-09,2.275e-06,5.656091534032065e-09,2.275e-06,5.65668225759043e-09,2.275e-06,5.654455889153901e-09
2.325e-06,5.690431717870435e-09,2.325e-06,5.690562096733439e-09,2.325e-06,5.690610295962293e-09,2.325e-06,5.687755701211605e-09,2.325e-06,5.687803793267812e-09,2.325e-06,5.693815810404734e-09,2.325e-06,5.688125507144977e-09,2.325e-06,5.693196855323462e-09,2.325e-06,5.693673321050703e-09,2.325e-06,5.691750416387099e-09,2.325e-06,5.688560943764726e-09,2.325e-06,5.689781210024087e-09,2.325e-06,5.692856421126143e-09,2.325e-06,5.689380277174058e-09,2.325e-06,5.692352932257856e-09,2.325e-06,5.695058972308024e-09,2.325e-06,5.687038775949815e-09,2.325e-06,5.688437186753041e-09,2.325e-06,5.68495402615869e-09,2.325e-06,5.690186244504405e-09,2.325e-06,5.68994117348242e-09,2.325e-06,5.691957726584372e-09,2.325e-06,5.686048263455377e-09,2.325e-06,5.686657841689862e-09,2.325e-06,5.688756813699433e-09,2.325e-06,5.688840206258407e-09,2.325e-06,5.691218220127715e-09,2.325e-06,5.691255012563849e-09,2.325e-06,5.694157759791427e-09,2.325e-06,5.691677110539326e-09,2.325e-06,5.689905296284818e-09,2.325e-06,5.688860684495992e-09,2.325e-06,5.690052289304796e-09,2.325e-06,5.689733552459678e-09,2.325e-06,5.686908473765813e-09,2.325e-06,5.692448115353994e-09,2.325e-06,5.690667192090332e-09,2.325e-06,5.692687464323592e-09,2.325e-06,5.69157584653241e-09,2.325e-06,5.692767431687347e-09,2.325e-06,5.691167539843005e-09,2.325e-06,5.687213230170742e-09,2.325e-06,5.691185819394499e-09,2.325e-06,5.692986623350378e-09,2.325e-06,5.692203904516703e-09,2.325e-06,5.684216550793605e-09,2.325e-06,5.688747454195142e-09,2.325e-06,5.691751568575244e-09,2.325e-06,5.690694790523379e-09,2.325e-06,5.69027460088003e-09
2.375e-06,5.726116777543165e-09,2.375e-06,5.72624795296706e-09,2.375e-06,5.726268789889005e-09,2.375e-06,5.72338705740312e-09,2.375e-06,5.723556669659896e-09,2.375e-06,5.729432619881853e-09,2.375e-06,5.723855875902174e-09,2.375e-06,5.728853044767827e-09,2.375e-06,5.729359959331168e-09,2.375e-06,5.727395885904032e-09,2.375e-06,5.724182147940062e-09,2.375e-06,5.72547612381765e-09,2.375e-06,5.728510716342712e-09,2.375e-06,5.725063062900053e-09,2.375e-06,5.727962772037756e-09,2.375e-06,5.730706932727458e-09,2.375e-06,5.722710688738107e-09,2.375e-06,5.7241582618797e-09,2.375e-06,5.720706834148603e-09,2.375e-06,5.725860180840072e-09,2.375e-06,5.725627113947121e-09,2.375e-06,5.727661382084718e-09,2.375e-06,5.721718904249062e-09,2.375e-06,5.722390879542028e-09,2.375e-06,5.72447398439622e-09,2.375e-06,5.724517861542323e-09,2.375e-06,5.726880215746001e-09,2.375e-06,5.72694245456487e-09,2.375e-06,5.729869924735953e-09,2.375e-06,5.727269239621172e-09,2.375e-06,5.725618086714928e-09,2.375e-06,5.72454514230296e-09,2.375e-06,5.725736421336967e-09,2.375e-06,5.725457761318937e-09,2.375e-06,5.722656517904576e-09,2.375e-06,5.728114264702668e-09,2.375e-06,5.726367830853737e-09,2.375e-06,5.728379208736431e-09,2.375e-06,5.727239280069233e-09,2.375e-06,5.728448096760188e-09,2.375e-06,5.726768588396212e-09,2.375e-06,5.722887300443515e-09,2.375e-06,5.726911359227142e-09,2.375e-06,5.728640398096709e-09,2.375e-06,5.727848822108776e-09,2.375e-06,5.719931310074844e-09,2.375e-06,5.724446548595587e-09,2.375e-06,5.727392351652644e-09,2.375e-06,5.726368833726169e-09,2.375e-06,5.726012794789649e-09
2.425e-06,5.761849314853996e-09,2.425e-06,5.761596447786222e-09,2.425e-06,5.761673691926092e-09,2.425e-06,5.759042872961636e-09,2.425e-06,5.759261341402645e-09,2.425e-06,5.765011309728046e-09,2.425e-06,5.759337873129412e-09,2.425e-06,5.764401373068389e-09,2.425e-06,5.765020230369875e-09,2.425e-06,5.762841945072986e-09,2.425e-06,5.759706913499383e-09,2.425e-06,5.760780150065618e-09,2.425e-06,5.763770930411162e-09,2.425e-06,5.760728439138331e-09,2.425e-06,5.763629306262857e-09,2.425e-06,5.766202940749979e-09,2.425e-06,5.758181303455187e-09,2.425e-06,5.759737808555925e-09,2.425e-06,5.755797370830352e-09,2.425e-06,5.761683420229379e-09,2.425e-06,5.761594717340338e-09,2.425e-06,5.762944807670203e-09,2.425e-06,5.756975307566283e-09,2.425e-06,5.75826718909476e-09,2.425e-06,5.760109075792019e-09,2.425e-06,5.760166591836017e-09,2.425e-06,5.762082096761052e-09,2.425e-06,5.762574211577518e-09,2.425e-06,5.764983831707293e-09,2.425e-06,5.762916533573548e-09,2.425e-06,5.760895818700669e-09,2.425e-06,5.760020279144368e-09,2.425e-06,5.761428354163903e-09,2.425e-06,5.760815145049608e-09,2.425e-06,5.758125194308626e-09,2.425e-06,5.763871743029595e-09,2.425e-06,5.761854175472088e-09,2.425e-06,5.763720798640352e-09,2.425e-06,5.762662425602018e-09,2.425e-06,5.763599500951166e-09,2.425e-06,5.762363302107566e-09,2.425e-06,5.758616679544285e-09,2.425e-06,5.762129359388151e-09,2.425e-06,5.764335482246711e-09,2.425e-06,5.763451778584871e-09,2.425e-06,5.755782016870739e-09,2.425e-06,5.759839796244993e-09,2.425e-06,5.762778437000432e-09,2.425e-06,5.761886492592919e-09,2.425e-06,5.761706717265172e-09
2.475e-06,5.797148874767712e-09,2.475e-06,5.796633709372534e-09,2.475e-06,5.796760101700594e-09,2.475e-06,5.794296926188982e-09,2.475e-06,5.794609703367403e-09,2.475e-06,5.800219407389608e-09,2.475e-06,5.794484136295696e-09,2.475e-06,5.799583571253016e-09,2.475e-06,5.800262026013065e-09,2.475e-06,5.797965642421694e-09,2.475e-06,5.794824516226058e-09,2.475e-06,5.795827547088026e-09,2.475e-06,5.798764720034859e-09,2.475e-06,5.795993131831742e-09,2.475e-06,5.798926012333528e-09,2.475e-06,5.801359952077907e-09,2.475e-06,5.793291672282336e-09,2.475e-06,5.79494634270159e-09,2.475e-06,5.790677417021436e-09,2.475e-06,5.797035203310228e-09,2.475e-06,5.797101510981904e-09,2.475e-06,5.797933592417543e-09,2.475e-06,5.791950499740219e-09,2.475e-06,5.793661631039992e-09,2.475e-06,5.795395370271002e-09,2.475e-06,5.795375098744469e-09,2.475e-06,5.797062737537911e-09,2.475e-06,5.797840042386841e-09,2.475e-06,5.799897809467132e-09,2.475e-06,5.798157573422295e-09,2.475e-06,5.79588217002175e-09,2.475e-06,5.795132202386141e-09,2.475e-06,5.796732099836711e-09,2.475e-06,5.795865586000763e-09,2.475e-06,5.793243804839418e-09,2.475e-06,5.799213803146103e-09,2.475e-06,5.796998771614259e-09,2.475e-06,5.798790210689105e-09,2.475e-06,5.797775043147512e-09,2.475e-06,5.798556024651497e-09,2.475e-06,5.797594877313736e-09,2.475e-06,5.793929013154134e-09,2.475e-06,5.797067052225323e-09,2.475e-06,5.79962633693038e-09,2.475e-06,5.798674648850799e-09,2.475e-06,5.791178896730677e-09,2.475e-06,5.794919601502799e-09,2.475e-06,5.797874759666552e-09,2.475e-06,5.797065331529937e-09,2.475e-06,5.796982706356902e-09
2.525e-06,5.83219440638313e-09,2.525e-06,5.831708621425042e-09,2.525e-06,5.831569508573406e-09,2.525e-06,5.829282966992487e-09,2.525e-06,5.829757053898339e-09,2.525e-06,5.83516968515886e-09,2.525e-06,5.829595168358291e-09,2.525e-06,5.83459756508045e-09,2.525e-06,5.835332002706297e-09,2.525e-06,5.832969083484983e-09,2.525e-06,5.82985741394235e-09,2.525e-06,5.830895310666342e-09,2.525e-06,5.833788591299101e-09,2.525e-06,5.831042878280517e-09,2.525e-06,5.833858462184561e-09,2.525e-06,5.836200188524741e-09,2.525e-06,5.828300533829651e-09,2.525e-06,5.830057026033983e-09,2.525e-06,5.825770060894662e-09,2.525e-06,5.832113856800433e-09,2.525e-06,5.832126262599685e-09,2.525e-06,5.832974038569792e-09,2.525e-06,5.826975124295396e-09,2.525e-06,5.828726154422019e-09,2.525e-06,5.83019972141722e-09,2.525e-06,5.830220512220397e-09,2.525e-06,5.832050617495791e-09,2.525e-06,5.832809376178713e-09,2.525e-06,5.83476071420076e-09,2.525e-06,5.832860551788234e-09,2.525e-06,5.830707910317418e-09,2.525e-06,5.830189547469846e-09,2.525e-06,5.831771023584313e-09,2.525e-06,5.830944838048253e-09,2.525e-06,5.828363251934312e-09,2.525e-06,5.834238392814212e-09,2.525e-06,5.83202954205063e-09,2.525e-06,5.83384548842183e-09,2.525e-06,5.832790275892586e-09,2.525e-06,5.83355614945965e-09,2.525e-06,5.832553631279672e-09,2.525e-06,5.828933440655273e-09,2.525e-06,5.831945757211039e-09,2.525e-06,5.834616044951722e-09,2.525e-06,5.833662112653968e-09,2.525e-06,5.826235810404108e-09,2.525e-06,5.829957418131952e-09,2.525e-06,5.832842135066026e-09,2.525e-06,5.832086102118301e-09,2.525e-06,5.831870980549625e-09
2.575e-06,5.867129350094125e-09,2.575e-06,5.866623787687899e-09,2.575e-06,5.866549152704609e-09,2.575e-06,5.864156316707053e-09,2.575e-06,5.864702133892592e-09,2.575e-06,5.870233132344619e-09,2.575e-06,5.864748671774244e-09,2.575e-06,5.869513287176928e-09,2.575e-06,5.87024655808655e-09,2.575e-06,5.867829227128521e-09,2.575e-06,5.864705773761458e-09,2.575e-06,5.865789118542606e-09,2.575e-06,5.868706273127848e-09,2.575e-06,5.865967959255202e-09,2.575e-06,5.868722432042655e-09,2.575e-06,5.871132037481626e-09,2.575e-06,5.863189473924702e-09,2.575e-06,5.865001207759532e-09,2.575e-06,5.860727482570068e-09,2.575e-06,5.867018288816551e-09,2.575e-06,5.867058556261543e-09,2.575e-06,5.86793706297419e-09,2.575e-06,5.861884536312729e-09,2.575e-06,5.863887136343672e-09,2.575e-06,5.86517611544501e-09,2.575e-06,5.865167508417769e-09,2.575e-06,5.866943318992497e-09,2.575e-06,5.867937339951931e-09,2.575e-06,5.869982167754544e-09,2.575e-06,5.8677470918357e-09,2.575e-06,5.865919040243348e-09,2.575e-06,5.865105434977814e-09,2.575e-06,5.866659165387408e-09,2.575e-06,5.865880789324086e-09,2.575e-06,5.863517979011241e-09,2.575e-06,5.86916649230484e-09,2.575e-06,5.867164867941189e-09,2.575e-06,5.868782714165394e-09,2.575e-06,5.86768495025377e-09,2.575e-06,5.868488494755274e-09,2.575e-06,5.867388759782375e-09,2.575e-06,5.863814216172764e-09,2.575e-06,5.866934973681517e-09,2.575e-06,5.869485197816367e-09,2.575e-06,5.868521964878237e-09,2.575e-06,5.861167634375164e-09,2.575e-06,5.864891391164674e-09,2.575e-06,5.867737875141087e-09,2.575e-06,5.866984544714331e-09,2.575e-06,5.866884806670909e-09
